2002-07-05,595.38,602.00,592.60,600.00,7751768
2002-07-08,600.12,607.00,598.00,602.50,10670761
2002-07-09,602.62,604.50,592.00,599.04,7427347
2002-07-10,595.88,595.88,569.43,577.00,53893184
2002-07-11,576.89,584.50,570.00,574.00,18664000
2002-07-12,573.00,575.00,555.60,563.55,23566588
2002-07-15,564.00,564.00,528.00,543.00,11940923
2002-07-16,529.39,540.00,500.00,524.00,28516534
2002-07-17,523.90,549.00,516.00,545.23,32906632
2002-07-18,548.11,550.00,539.50,546.00,27484068
2002-07-19,539.00,546.11,522.50,526.23,33530698
2002-07-22,522.40,522.60,497.00,503.00,28923882
2002-07-23,498.40,503.50,478.50,490.00,17898496
2002-07-24,487.60,487.60,458.50,472.50,23007378
2002-07-25,472.59,505.00,472.59,503.50,34198596
2002-07-26,503.40,506.00,493.00,497.42,18818368
2002-07-29,499.40,520.00,499.40,514.05,11600409
2002-07-30,518.10,529.00,513.00,516.50,8556848
2002-07-31,516.40,575.00,516.40,561.50,58477264
2002-08-01,562.39,586.17,555.00,574.34,35888844
2002-08-02,554.89,584.00,554.00,581.77,34275416
2002-08-05,581.12,584.50,567.50,577.91,27703094
2002-08-06,576.39,599.50,558.50,590.00,24760180
2002-08-07,592.12,600.00,567.50,578.84,33581424
2002-08-08,571.89,598.50,571.89,588.78,16143059
2002-08-09,598.62,613.00,573.03,612.50,16935156
2002-08-12,612.62,614.00,597.50,603.70,9064573
2002-08-13,604.50,610.50,593.50,600.53,18174112
2002-08-14,605.62,612.50,592.86,594.13,12286940
2002-08-15,596.88,614.25,596.88,609.00,10678970
2002-08-16,608.50,613.50,597.50,609.09,9222809
2002-08-19,602.00,616.00,597.98,616.00,7634165
2002-08-20,616.00,619.50,598.50,602.00,7849858
2002-08-21,599.50,616.00,599.50,612.93,11796023
2002-08-22,602.00,610.50,597.50,607.50,9622685
2002-08-23,606.00,610.00,599.00,605.35,5588142
2002-08-27,602.00,607.00,592.50,602.36,10480042
2002-08-28,600.00,600.00,585.50,586.88,9542600
2002-08-29,586.00,586.00,572.00,579.00,6385063
2002-08-30,579.00,592.50,578.00,589.00,11141391
2002-09-02,589.00,592.50,584.00,587.50,3732386
2002-09-03,587.40,587.50,564.10,568.00,8129168
2002-09-04,567.89,574.50,557.50,570.00,10037433
2002-09-05,575.00,581.50,562.50,572.00,16902860
2002-09-06,581.50,593.00,578.00,587.66,9517206
2002-09-09,588.00,595.00,582.50,584.40,7831223
2002-09-10,584.00,598.00,560.00,591.83,15738057
2002-09-11,590.00,604.50,568.50,600.06,19910862
2002-09-12,598.62,598.68,582.00,591.28,15326879
2002-09-13,582.38,586.50,569.00,582.03,10863657
2002-09-16,580.00,585.00,575.00,582.00,8937811
2002-09-17,587.00,598.00,582.50,591.40,14484720
2002-09-18,576.00,586.50,572.00,579.61,14015691
2002-09-19,575.00,584.00,561.00,567.09,16915404
2002-09-20,574.00,640.00,536.50,569.00,40658576
2002-09-23,564.19,584.50,553.50,581.00,28371792
2002-09-24,589.00,594.00,581.00,584.82,32170516
2002-09-25,586.50,596.00,578.00,584.00,21804428
2002-09-26,584.00,596.20,584.00,589.00,33912196
2002-09-27,590.12,595.00,581.00,589.00,25623038
2002-09-30,585.00,585.00,563.00,577.00,11574594
